,Temperature
2023-01-01,2.0592823907079776
2023-01-02,1.465228917772877
2023-01-03,2.196075924287775
2023-01-04,2.126531591143931
2023-01-05,1.888350373848129
2023-01-06,1.8363289342914628
2023-01-07,1.9033936201500703
2023-01-08,1.7405405094029707
2023-01-09,1.2018750973957504
2023-01-10,0.9413699744214159
2023-01-11,0.1741837587068397
2023-01-12,-0.3876047823270082
2023-01-13,0.10718877200008121
2023-01-14,-0.14264962753563828
2023-01-15,-0.3952831966380969
2023-01-16,-0.484775587871506
2023-01-17,-0.2752555348011459
2023-01-18,0.1605819758206266
2023-01-19,0.3635817844210953
2023-01-20,0.008317767731744941
2023-01-21,-0.07633203264964945
2023-01-22,-0.0578402867535999
2023-01-23,0.05230718521507956
2023-01-24,0.5707134426105843
2023-01-25,0.7160295702005383
2023-01-26,0.5557710824248933
2023-01-27,1.5464433738147412
2023-01-28,1.258723028414776
2023-01-29,0.8229191645358811
2023-01-30,1.5106253697375447
2023-01-31,1.612917973981573
2023-02-01,1.1213113931646754
2023-02-02,0.42954326414384775
2023-02-03,0.3260030218147563
2023-02-04,0.300814360085325
2023-02-05,0.2802367714254749
2023-02-06,0.4663895686481125
2023-02-07,0.2933987816181587
2023-02-08,-0.2302693099599324
2023-02-09,0.1593855202234798
2023-02-10,-0.47105948442107926
2023-02-11,-0.4941737258141193
2023-02-12,-0.6350896028835964
2023-02-13,-0.40089630091718237
2023-02-14,-0.1567830918959119
2023-02-15,-0.5882646838070232
2023-02-16,-0.9507355720566608
2023-02-17,-0.8458323185133995
2023-02-18,-0.7127795382075115
2023-02-19,-1.1516461350124576
2023-02-20,-2.0703646202522816
2023-02-21,-2.4220148718366983
2023-02-22,-2.268497803962186
2023-02-23,-2.285152443752523
2023-02-24,-1.1972026036809518
2023-02-25,-1.0178817048398237
2023-02-26,-1.2745663636394906
2023-02-27,-1.875143796984856
2023-02-28,-1.269189570924186
2023-03-01,-1.583392112120604
2023-03-02,-1.436100289948341
2023-03-03,-1.5271879538483089
2023-03-04,-1.4304124839012224
2023-03-05,-1.5592866837941253
2023-03-06,-1.0327468441684107
2023-03-07,-1.495978029778477
2023-03-08,-0.9109718078510355
2023-03-09,-0.07351390978619485
2023-03-10,0.020765617071639875
2023-03-11,0.3948954574408278
2023-03-12,0.4541034495215077
2023-03-13,0.7448816652389164
2023-03-14,0.4102238288513772
2023-03-15,0.4594631353316986
2023-03-16,0.5113846438156033
2023-03-17,0.49225966956686723
2023-03-18,0.19064214075015437
2023-03-19,0.14051603588782824
2023-03-20,0.2002488741744496
2023-03-21,-0.2872450261515086
2023-03-22,-0.2435293204815716
2023-03-23,0.5484870989956546
2023-03-24,0.6803360146256682
2023-03-25,0.24282020193787546
2023-03-26,0.336400838563744
2023-03-27,-0.4043317136905791
2023-03-28,-0.3031844258615819
2023-03-29,-0.3249922450679762
2023-03-30,-0.7555099228126891
2023-03-31,-0.13251511790482345
2023-04-01,0.030757981992531862
2023-04-02,-0.011985811833373484
2023-04-03,-0.09371043295502259
2023-04-04,0.44420036764801263
2023-04-05,0.28148200779368104
2023-04-06,-0.029829250003560317
2023-04-07,0.007714112926551542
2023-04-08,0.4364893501988707
2023-04-09,0.12215605031198876
2023-04-10,0.42711516709030817
